Year,Therapeutic Name,Eventual Brand Name,NDC Code,"Active Pharmaceutical Ingredient","Gene Delivery System",Targeting Strategy,Delivery Method,NCT ID,Study URL,Study Type,Phase,Trial Status,clinical trial purpose,Therapeutic Purpose,Disease Studied by Clinical Trial,DIsease Targeted by Intervention,Disease Type ,Reason for Termination,Clinical Trial Start Date,Clinical Trial End Date,"Clinical Trial Duration
(Months)",Clinical Trial Size,Enrolled type,Row in the US Polulation sheet that corresponds to the year,Column in the US Population sheet that correspoinds to the age group,Address in the US Population sheet that corresponds to the year and age group,Sex,Age,,Target Population Size,Estimated Disease Prevalence,Estimated Population Affected by Disease,Target Population Indicator,Uptake Propensity,Estimated Potential Impact,Population Multiplier using Age/Sex,Population Impacted,Entity,Entity Type,Entity Employee Count,Entity Size,Entity Research Status,Sponsor,Sponsor Type,Sponsor Class,Collaborators,Manufacturer,Treatment Cost
2022,grt-r902,N/A,N/A,self-amplifying RNA,Other,Active,in-vivo,NCT05456165,https://clinicaltrials.gov/study/NCT05456165,Interventional,Phase 2,Terminated,TREATMENT,TREATMENT,"Colonic Neoplasms, Colorectal Neoplasms",Colon and rectum cancer,Cancer,terminated due to reprioritization,5/19/22,9/1/22,3.5,1,ACTUAL,9,8,'1a.1. US Population'!$H$9,ALL,"CHILD, ADULT, OLDER_ADULT",Colon and rectum cancer,"322,184,940",0.01%,"22,923",Rare,100.00%,"22,923",1,0,"Gritstone bio, Inc.",INDUSTRY,231,Small Pharma,TRUE,"Gritstone bio, Inc.",SPONSOR,INDUSTRY,N/A,"Gritstone bio, Inc.",N/A
2023,gsk4382276a,N/A,N/A,messenger RNA,unclear,Untargeted,in-vivo,NCT05823974,https://clinicaltrials.gov/study/NCT05823974,Interventional,Phase 2,Active Not Recruiting,PREVENTION,PREVENTION,"Influenza, Human",Influenza,Infectious,N/A,2/27/23,7/11/24,16.7,1256,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,GlaxoSmithKline,INDUSTRY,"3,211",Small Pharma,TRUE,GlaxoSmithKline,SPONSOR,INDUSTRY,"""CureVac""",GlaxoSmithKline,N/A
2024,gsk4382276a,N/A,N/A,messenger RNA,unclear,Untargeted,in-vivo,NCT06431607,https://clinicaltrials.gov/study/NCT06431607,Interventional,Phase 2,Active Not Recruiting,PREVENTION,PREVENTION,"Influenza, Human",Influenza,Infectious,N/A,5/23/24,7/15/24,1.8,510,ACTUAL,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,GlaxoSmithKline,INDUSTRY,"3,211",Small Pharma,TRUE,GlaxoSmithKline,SPONSOR,INDUSTRY,N/A,GlaxoSmithKline,N/A
2021,heterologous mrna booster vaccine,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05142319,https://clinicaltrials.gov/study/NCT05142319,Interventional,Phase 4,Completed,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,10/12/21,6/1/23,19.9,326,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",Tan Tock Seng Hospital,OTHER,non-industry,Non-Industry,FALSE,Tan Tock Seng Hospital,PRINCIPAL_INVESTIGATOR,OTHER,"""A*Star"", ""KK Women's and Children's Hospital"", ""Duke-NUS Graduate Medical School""","ModernaTX, Inc.",$141.80 
2024,hmpv mrna lnp 1,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06237296,https://clinicaltrials.gov/study/NCT06237296,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,"Respiratory Syncytial Virus, Healthy Volunteers, Metapneumovirus Infection",Respiratory Syncytial Virus,Infectious,N/A,1/23/24,2/18/25,13.1,558,ACTUAL,7,7,'1a.1. US Population'!$G$7,ALL,"ADULT, OLDER_ADULT",Respiratory Syncytial Virus,"249,154,999",0.04%,"91,655",Rare,79.15%,"197,213,032",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,"Sanofi Pasteur, a Sanofi Company",N/A
2021,homologous mrna booster vaccine,Comirnaty,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05142319,https://clinicaltrials.gov/study/NCT05142319,Interventional,Phase 4,Completed,PREVENTION,PREVENTION,COVID-19,COVID-19,Infectious,N/A,10/12/21,6/1/23,19.9,326,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"227,544,916",Tan Tock Seng Hospital,OTHER,non-industry,Non-Industry,FALSE,Tan Tock Seng Hospital,PRINCIPAL_INVESTIGATOR,OTHER,"""A*Star"", ""KK Women's and Children's Hospital"", ""Duke-NUS Graduate Medical School""",BioNTech SE,$136.75 
2022,influenza hemagglutinin mrna vaccine,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06118151,https://clinicaltrials.gov/study/NCT06118151,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"Influenza, Influenza Immunization",Influenza,Infectious,N/A,4/11/22,2/17/23,10.4,388,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,40.00%,"99,662,000",0.773329128,0,"Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,"Sanofi Pasteur, a Sanofi Company",N/A
2016,intralesional mrna 2752,N/A,N/A,messenger RNA,LNP,Active,in-vivo,NCT02872025,https://clinicaltrials.gov/study/NCT02872025,Interventional,Pre-Clinical,Recruiting,TREATMENT,TREATMENT,"Carcinoma, Intraductal, Noninfiltrating",Breast Cancer,Cancer,N/A,12/12/16,3/31/25,101,68,ESTIMATED,15,19,'1a.1. US Population'!$S$15,FEMALE,"ADULT, OLDER_ADULT",Breast Cancer,"127,700,162",2.98%,"3,810,835",Common,100.00%,"3,810,835",0.395759815,0,"University of California, San Francisco",OTHER,non-industry,Non-Industry,TRUE,Laura Esserman,SPONSOR_INVESTIGATOR,OTHER,"""Merck Sharp & Dohme LLC"", ""ModernaTX, Inc.""","ModernaTX, Inc.",N/A
2023,moderna 2023 updated covid-19 vaccine (xbb.1.5),Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05765578,https://clinicaltrials.gov/study/NCT05765578,Observational,Observational,Completed,,PREVENTION,COVID-19,COVID-19,Infectious,N/A,3/8/23,6/17/24,15.6,1713,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.19%,"207,265,441",0.773329128,"2,540,492","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2023,moderna covid-19 mrna vaccine,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05392075,https://clinicaltrials.gov/study/NCT05392075,Observational,Observational,Completed,,PREVENTION,"COVID-19 Pneumonia, COVID-19",COVID-19,Infectious,N/A,3/15/23,3/15/23,0,100,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.19%,"207,265,441",0.773329128,"2,540,492",Methodist Health System,OTHER,non-industry,Non-Industry,FALSE,Methodist Health System,SPONSOR,OTHER,N/A,"ModernaTX, Inc.",$141.80 
2023,moderna covid-19 vaccine,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT06038617,https://clinicaltrials.gov/study/NCT06038617,Interventional,Phase 4,Recruiting,PREVENTION,PREVENTION,"Fever After Vaccination, Fever, Seizures Fever",COVID-19,Infectious,N/A,10/30/23,9/1/25,22.4,600,ESTIMATED,8,3,'1a.1. US Population'!$C$8,ALL,CHILD,COVID-19,"73,029,941",1.38%,"1,007,191",Common,46.36%,"33,855,464",0.226670872,"744,645",Duke University,OTHER,non-industry,Non-Industry,FALSE,Duke University,SPONSOR,OTHER,"""Kaiser Permanente"",""Columbia University"", ""Children's Hospital Medical Center, Cincinnati"", ""Centers for Disease Control and Prevention""","ModernaTX, Inc.",$141.80 
2021,moderna covid-19 vaccine (mrna-1273 vaccine),Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04969276,https://clinicaltrials.gov/study/NCT04969276,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,"Influenza Immunization, Healthy Volunteers",COVID-19,Infectious,N/A,7/16/21,2/8/22,6.9,306,ACTUAL,10,5,'1a.1. US Population'!$E$10,ALL,OLDER_ADULT,COVID-19,"47,702,041",2.61%,"1,245,103",Common,67.69%,"32,290,541",0.148057948,"28,597,874","Sanofi Pasteur, a Sanofi Company",INDUSTRY,"86,088",Big Pharma,TRUE,"Sanofi Pasteur, a Sanofi Company",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2023,moderna mrna1273.222 booster,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05765578,https://clinicaltrials.gov/study/NCT05765578,Observational,Observational,Completed,,PREVENTION,COVID-19,COVID-19,Infectious,N/A,3/8/23,6/17/24,15.6,1713,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,83.19%,"207,265,441",0.773329128,"2,540,492","ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",$141.80 
2021,moderna vaccine,Spikevax,80777-110,messenger RNA,LNP,Untargeted,in-vivo,NCT04912700,https://clinicaltrials.gov/study/NCT04912700,Observational,Observational,Completed,,PREVENTION,Covid19,COVID-19,Infectious,N/A,6/1/21,6/7/21,0.2,11834,ACTUAL,10,7,'1a.1. US Population'!$G$10,ALL,"ADULT, OLDER_ADULT",COVID-19,"249,154,999",2.61%,"6,503,362",Common,67.69%,"168,658,393",0.773329128,"149,371,035",William Beaumont Hospitals,OTHER,non-industry,Non-Industry,FALSE,William Beaumont Hospitals,PRINCIPAL_INVESTIGATOR,OTHER,N/A,"ModernaTX, Inc.",$141.80 
2021,mrna covid-19,Comirnaty,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05028361,https://clinicaltrials.gov/study/NCT05028361,Interventional,Phase 4,Completed,PREVENTION,PREVENTION,"Quality of Life, Injection Site Reaction, Adverse Drug Event, Systemic Reaction",COVID-19,Infectious,N/A,10/4/21,3/3/23,17.2,348,ACTUAL,10,8,'1a.1. US Population'!$H$10,ALL,"CHILD, ADULT, OLDER_ADULT",COVID-19,"322,184,940",1.38%,"4,443,405",Common,41.95%,"135,156,583",1,"294,240,716",Duke University,OTHER,non-industry,Non-Industry,FALSE,Duke University,SPONSOR,OTHER,"""CDC"",  ""Johns Hopkins University"", ""Children's Hospital Medical Center, Cincinnati""",BioNTech SE,$136.75 
2021,mrna covid-19,Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05028361,https://clinicaltrials.gov/study/NCT05028361,Interventional,Phase 4,Completed,PREVENTION,PREVENTION,"Quality of Life, Injection Site Reaction, Adverse Drug Event, Systemic Reaction",COVID-19,Infectious,N/A,10/4/21,3/3/23,17.2,348,ACTUAL,10,8,'1a.1. US Population'!$H$10,ALL,"CHILD, ADULT, OLDER_ADULT",COVID-19,"322,184,940",1.38%,"4,443,405",Common,41.95%,"135,156,583",1,"193,153,251",Duke University,OTHER,non-industry,Non-Industry,FALSE,Duke University,SPONSOR,OTHER,"""CDC"",  ""Johns Hopkins University"", ""Children's Hospital Medical Center, Cincinnati""","ModernaTX, Inc.",$141.80 
2020,mrna covid-19 vaccine (pfizer or moderna),Comirnaty,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05197621,https://clinicaltrials.gov/study/NCT05197621,Observational,Observational,Recruiting,,PREVENTION,"COVID-19, Pregnancy; Infection",COVID-19,Infectious,N/A,4/13/20,5/5/25,61.6,300,ESTIMATED,11,18,'1a.1. US Population'!$R$11,FEMALE,"CHILD, ADULT",COVID-19,"137,044,846",0.88%,"1,200,865",Common,41.95%,"57,490,313",0.425360807,"1,118,748",Johns Hopkins University,OTHER,non-industry,Non-Industry,FALSE,Johns Hopkins University,SPONSOR,OTHER,"""Integrated Research Center for Fetal Medicine""",BioNTech SE,$136.75 
2020,mrna covid-19 vaccine (pfizer or moderna),Spikevax,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05197621,https://clinicaltrials.gov/study/NCT05197621,Observational,Observational,Recruiting,,PREVENTION,"COVID-19, Pregnancy; Infection",COVID-19,Infectious,N/A,4/13/20,5/5/25,61.6,300,ESTIMATED,11,18,'1a.1. US Population'!$R$11,FEMALE,"CHILD, ADULT",COVID-19,"137,044,846",0.88%,"1,200,865",Common,41.95%,"57,490,313",0.425360807,"470,935",Johns Hopkins University,OTHER,non-industry,Non-Industry,FALSE,Johns Hopkins University,SPONSOR,OTHER,"""Integrated Research Center for Fetal Medicine""","ModernaTX, Inc.",$141.80 
2022,mrna-1010,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05566639,https://clinicaltrials.gov/study/NCT05566639,Interventional,Phase 3,Completed,PREVENTION,PREVENTION,Seasonal Influenza,Influenza,Infectious,N/A,9/14/22,1/5/24,15.9,22510,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,40.00%,"99,662,000",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1010,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05827978,https://clinicaltrials.gov/study/NCT05827978,Interventional,Phase 3,Completed,TREATMENT,PREVENTION,Seasonal Influenza,Influenza,Infectious,N/A,4/17/23,6/24/24,14.5,8422,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2022,mrna-1010,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05333289,https://clinicaltrials.gov/study/NCT05333289,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Seasonal Influenza,Influenza,Infectious,N/A,4/6/22,11/22/22,7.7,572,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,40.00%,"99,662,000",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1010,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05827068,https://clinicaltrials.gov/study/NCT05827068,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Seasonal Influenza,Influenza,Infectious,N/A,3/27/23,11/20/23,7.9,700,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1010,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05868382,https://clinicaltrials.gov/study/NCT05868382,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Influenza,Influenza,Infectious,N/A,5/15/23,12/19/23,7.3,270,ACTUAL,8,4,'1a.1. US Population'!$D$8,ALL,ADULT,Influenza,"201,452,958",5.68%,"11,443,436",Common,37.00%,"74,537,594",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2022,mrna-1010,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05397223,https://clinicaltrials.gov/study/NCT05397223,Interventional,Phase 1,Active Not Recruiting,PREVENTION,PREVENTION,"SARS-CoV-2, Seasonal Influenza, Respiratory Syncytial Virus, Cytomegalovirus",Influenza,Infectious,N/A,5/24/22,2/21/26,45.6,308,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,40.00%,"99,662,000",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2022,mrna-1010,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05585632,https://clinicaltrials.gov/study/NCT05585632,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"SARS-CoV-2, Influenza, RSV",Influenza,Infectious,N/A,10/14/22,2/28/24,16.7,392,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,40.00%,"99,662,000",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1010.2,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05827068,https://clinicaltrials.gov/study/NCT05827068,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Seasonal Influenza,Influenza,Infectious,N/A,3/27/23,11/20/23,7.9,700,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1010.3,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05827068,https://clinicaltrials.gov/study/NCT05827068,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Seasonal Influenza,Influenza,Infectious,N/A,3/27/23,11/20/23,7.9,700,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1010.4,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05868382,https://clinicaltrials.gov/study/NCT05868382,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Influenza,Influenza,Infectious,N/A,5/15/23,12/19/23,7.3,270,ACTUAL,8,4,'1a.1. US Population'!$D$8,ALL,ADULT,Influenza,"201,452,958",5.68%,"11,443,436",Common,37.00%,"74,537,594",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1010.6,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05868382,https://clinicaltrials.gov/study/NCT05868382,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Influenza,Influenza,Infectious,N/A,5/15/23,12/19/23,7.3,270,ACTUAL,8,4,'1a.1. US Population'!$D$8,ALL,ADULT,Influenza,"201,452,958",5.68%,"11,443,436",Common,37.00%,"74,537,594",0.62527118,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1011.1,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05827068,https://clinicaltrials.gov/study/NCT05827068,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Seasonal Influenza,Influenza,Infectious,N/A,3/27/23,11/20/23,7.9,700,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1011.2,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05827068,https://clinicaltrials.gov/study/NCT05827068,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Seasonal Influenza,Influenza,Infectious,N/A,3/27/23,11/20/23,7.9,700,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1012.1,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05827068,https://clinicaltrials.gov/study/NCT05827068,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Seasonal Influenza,Influenza,Infectious,N/A,3/27/23,11/20/23,7.9,700,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1018 for h5 only,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05972174,https://clinicaltrials.gov/study/NCT05972174,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Influenza,Influenza,Infectious,N/A,7/10/23,7/16/24,12.4,1504,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1018 for h5 only-cg,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05972174,https://clinicaltrials.gov/study/NCT05972174,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Influenza,Influenza,Infectious,N/A,7/10/23,7/16/24,12.4,1504,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1018 for h5n8,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05972174,https://clinicaltrials.gov/study/NCT05972174,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Influenza,Influenza,Infectious,N/A,7/10/23,7/16/24,12.4,1504,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1018 for h7 only,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05972174,https://clinicaltrials.gov/study/NCT05972174,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Influenza,Influenza,Infectious,N/A,7/10/23,7/16/24,12.4,1504,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2023,mrna-1018 for h7n9,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05972174,https://clinicaltrials.gov/study/NCT05972174,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Influenza,Influenza,Infectious,N/A,7/10/23,7/16/24,12.4,1504,ACTUAL,8,7,'1a.1. US Population'!$G$8,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,37.00%,"92,187,350",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2022,mrna-1020,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05333289,https://clinicaltrials.gov/study/NCT05333289,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Seasonal Influenza,Influenza,Infectious,N/A,4/6/22,11/22/22,7.7,572,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,40.00%,"99,662,000",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2022,mrna-1030,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05333289,https://clinicaltrials.gov/study/NCT05333289,Interventional,Phase 2,Completed,PREVENTION,PREVENTION,Seasonal Influenza,Influenza,Infectious,N/A,4/6/22,11/22/22,7.7,572,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,40.00%,"99,662,000",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
2022,mrna-1045,N/A,N/A,messenger RNA,LNP,Untargeted,in-vivo,NCT05585632,https://clinicaltrials.gov/study/NCT05585632,Interventional,Phase 1,Completed,PREVENTION,PREVENTION,"SARS-CoV-2, Influenza, RSV",Influenza,Infectious,N/A,10/14/22,2/28/24,16.7,392,ACTUAL,9,7,'1a.1. US Population'!$G$9,ALL,"ADULT, OLDER_ADULT",Influenza,"249,154,999",5.68%,"14,153,126",Common,40.00%,"99,662,000",0.773329128,0,"ModernaTX, Inc.",INDUSTRY,"5,600",Small Pharma,TRUE,"ModernaTX, Inc.",SPONSOR,INDUSTRY,N/A,"ModernaTX, Inc.",N/A
